code,name,type,class,subclass,region,ID_unit,province,municipality,barangay,selected,overselected
DOH000000000004406,CONCEPCION RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,117,ROMBLON,CONCEPCION,POBLACION,0,0
DOH000000000003610,CORCUERA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,118,ROMBLON,CORCUERA,POBLACION,0,0
DOH000000000003541,CORON MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,119,PALAWAN,CORON,BARANGAY II (POB.),0,0
DOH000000000023611,CULION RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,120,PALAWAN,CULION,BALALA,0,1
DOH000000000007363,CUYO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,121,PALAWAN,CUYO,TENGA-TENGA (POB.),0,0
DOH000000000002453,DONA JUANITA MADRIGAL CHANCO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,122,ROMBLON,ROMBLON (CAPITAL),BARANGAY III (POB.),0,0
DOH000000000007534,DR. FRANCO S. BARRERA MEMORIAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,123,OCCIDENTAL MINDORO,MAGSAYSAY,POBLACION,0,0
DOH000000000001659,"DR. HONRADO ""DING"" LARA MEMORIAL HEALTH CENTER",Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,124,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 6 (POB.),0,0
DOH000000000003262,DUMARAN MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,125,PALAWAN,DUMARAN,DUMARAN (POB.),0,0
DOH000000000000077,EL NIDO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,126,PALAWAN,EL NIDO,MALIGAYA POB.,0,0
DOH000000000003251,FERROL RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,127,ROMBLON,FERROL,POBLACION,0,0
DOH000000000004131,GASAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,128,MARINDUQUE,GASAN,BARANGAY I (POB.),0,0
DOH000000000022923,GLORIA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,129,ORIENTAL MINDORO,GLORIA,MALIGAYA (POB.),0,0
DOH000000000026800,LIGAYA RURAL HEALTH UNIT SOUTH EXTENSION,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,130,OCCIDENTAL MINDORO,SABLAYAN,LIGAYA,0,0
DOH000000000000032,LINAPACAN MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,131,PALAWAN,LINAPACAN,SAN MIGUEL (POB.),0,0
DOH000000000002005,LOOC RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,132,ROMBLON,LOOC,POBLACION,0,0
DOH000000000004195,LOOC RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,133,OCCIDENTAL MINDORO,LOOC,GUITNA (POB.),0,0
DOH000000000001378,LUBANG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,134,OCCIDENTAL MINDORO,LUBANG,ARAW AT BITUIN (POB.),1,0
DOH000000000004425,MAGDIWANG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,135,ROMBLON,MAGDIWANG,POBLACION,0,0
DOH000000000020982,MAGSAYSAY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,136,PALAWAN,MAGSAYSAY,DANAWAN (POB.),0,0
DOH000000000001387,MAMBURAO - MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,137,OCCIDENTAL MINDORO,MAMBURAO (CAPITAL),POBLACION 8,0,0
DOH000000000003606,MANSALAY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,138,ORIENTAL MINDORO,MANSALAY,POBLACION,0,0
DOH000000000003935,MOGPOG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,139,MARINDUQUE,MOGPOG,GITNANG BAYAN (POB.),0,0
DOH000000000007156,MUNICIPAL HEALTH OFFICE OF POLA,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,140,ORIENTAL MINDORO,POLA,BAYANAN,0,0
DOH000000000003798,NARRA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,141,PALAWAN,NARRA,NARRA (POB.),0,0
DOH000000000023076,NAUJAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,142,ORIENTAL MINDORO,NAUJAN,SANTIAGO,0,0
DOH000000000000869,NAUJAN RURAL HEALTH UNIT WEST,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,143,ORIENTAL MINDORO,NAUJAN,BARCENAGA,0,0
DOH000000000003699,ODIONGAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,144,ROMBLON,ODIONGAN,TABING DAGAT (POB.),0,1
DOH000000000023419,PABLO N. MARQUEZ MEMORIAL HEALTH AND DIAGNOSTIC CENTER,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,145,MARINDUQUE,BOAC (CAPITAL),ISOK I (POB.),0,0
DOH000000000001655,PAG-ASA RURAL HEALTH UNIT NORTH EXTENSION,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,146,OCCIDENTAL MINDORO,SABLAYAN,PAG-ASA,0,0
DOH000000000003345,PALUAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,147,OCCIDENTAL MINDORO,PALUAN,ALIPAOY,0,0
DOH000000000005804,PINAMALAYAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,148,ORIENTAL MINDORO,PINAMALAYAN,ZONE III (POB.),0,0
DOH000000000004621,PUERTO GALERA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,149,ORIENTAL MINDORO,PUERTO GALERA,POBLACION,0,0
DOH000000000003938,PUERTO PRINCESA CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,150,PALAWAN,CITY OF PUERTO PRINCESA (CAPITAL),MODEL (POB.),0,0
DOH000000000006135,QUEZON MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,151,PALAWAN,QUEZON,ALFONSO XIII (POB.),0,0
DOH000000000006789,RHU SABLAYAN-MAIN,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,152,OCCIDENTAL MINDORO,SABLAYAN,BUENAVISTA,0,0
DOH000000000005255,RIZAL RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,153,OCCIDENTAL MINDORO,RIZAL,RUMBANG,0,0
DOH000000000003436,RIZAL RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,154,PALAWAN,RIZAL,PUNTA BAJA,0,0
DOH000000000007141,ROXAS MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,155,PALAWAN,ROXAS,BARANGAY II (POB.),0,0
DOH000000000000101,ROXAS RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,156,ORIENTAL MINDORO,ROXAS,BAGUMBAYAN (POB.),0,0
DOH000000000003353,SAN AGUSTIN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,157,ROMBLON,SAN AGUSTIN,POBLACION,0,0
DOH000000000005471,SAN ANDRES RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,158,ROMBLON,SAN ANDRES,POBLACION,1,0
DOH000000000002087,SAN FERNANDO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,159,ROMBLON,SAN FERNANDO,POBLACION,0,0
DOH000000000005541,SAN JOSE PUBLIC HEALTH AND DIAGNOSTIC CENTER,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,160,OCCIDENTAL MINDORO,SAN JOSE,BARANGAY 7 (POB.),0,0
DOH000000000000153,SAN JOSE RURAL HEALTH UNIT AND FAMILY PLANNING CENTER,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,161,ROMBLON,SAN JOSE,POBLACION,0,0
DOH000000000002625,SAN TEODORO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,162,ORIENTAL MINDORO,SAN TEODORO,CALSAPA,0,0
DOH000000000000167,SAN VICENTE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,163,PALAWAN,SAN VICENTE,POBLACION,0,0
DOH000000000002444,SANTA CRUZ RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,164,OCCIDENTAL MINDORO,SANTA CRUZ,POBLACION II,0,0
DOH000000000007471,SANTA CRUZ RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,165,MARINDUQUE,SANTA CRUZ,PAG-ASA POB.,0,0
DOH000000000003703,SANTA CRUZ RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,166,MARINDUQUE,SANTA CRUZ,NAPO,0,0
DOH000000000004990,SANTA FE RURAL HEALTH UNIT &amp; FAMILY PLANNING CENTER /BEMONC,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,167,ROMBLON,SANTA FE,POBLACION,0,0
DOH000000000000154,SANTA MARIA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,168,ROMBLON,SANTA MARIA,CONCEPCION NORTE (POB.),0,0
DOH000000000000155,SOCORRO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,169,ORIENTAL MINDORO,SOCORRO,ZONE IV (POB.),0,0
DOH000000000003856,SOFRONIO ESPAÑOLA MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,170,PALAWAN,SOFRONIO ESPA?OLA,PULOT CENTER,0,0
DOH000000000002365,TAYTAY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,171,PALAWAN,TAYTAY,POBLACION,0,0
DOH000000000002443,TORRIJOS RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,172,MARINDUQUE,TORRIJOS,POBLACION,0,0
DOH000000000023312,VICTORIA MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,NA,MIMAROPA REGION,173,ORIENTAL MINDORO,VICTORIA,POBLACION I,0,0
DOH000000000001413,VICTORIA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,MIMAROPA REGION,174,ORIENTAL MINDORO,VICTORIA,POBLACION I,0,0
DOH000000000005181,A.A. ZAPA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),175,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 34,0,0
DOH000000000007285,ACACIA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),176,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,ACACIA,0,0
DOH000000000003676,ADMIRAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),177,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,TALON TRES,0,0
DOH000000000002237,ALABANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),178,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MUNTINLUPA,ALABANG,0,0
DOH000000000000813,ALMANZA II HEALTH CENTER (T. S. CRUZ HC),Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),179,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,ALMANZA DOS,0,0
DOH000000000000812,ALMANZA UNO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),180,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,ALMANZA UNO,0,0
DOH000000000007460,AMADO T. REYES HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),181,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,BUROL,0,0
DOH000000000004976,AMPARO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),182,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 179,0,0
DOH000000000000814,ANA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),183,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 28,0,0
DOH000000000007259,APOLONIO SAMSON HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),184,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,APOLONIO SAMSON,0,0
DOH000000000040932,ARKONG BATO 3S HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),185,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,ARKONG BATO,0,0
DOH000000000006097,ARKONG BATO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),186,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,ARKONG BATO,0,0
DOH000000000000872,ARSENIA J. MAXIMO SUPER HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),187,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,NOVALICHES PROPER,0,1
DOH000000000004806,ARSENIO H. LACSON HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),188,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SANTA ANA,BARANGAY 873,0,0
DOH000000000000817,ATANG DE LA RAMA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),189,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",TONDO I/II,BARANGAY 175,0,0
DOH000000000008257,AYALA-ALABANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),190,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MUNTINLUPA,ALABANG,0,0
DOH000000000004349,BACLARAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),191,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF PARA?AQUE,BACLARAN,0,0
DOH000000000005338,BACOOD HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),192,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SANTA ANA,BARANGAY 803,0,0
DOH000000000007303,BAESA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),193,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,BAESA,0,0
DOH000000000008275,BAESA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),194,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 159,0,0
DOH000000000005339,BAGBAG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),195,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,BAGBAG,0,0
DOH000000000008279,BAGBAGUIN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),196,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,BAGBAGUIN,0,0
DOH000000000004311,BAGBAGUIN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),197,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 165,0,0
DOH000000000001842,BAGO BANTAY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),198,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,ALICIA,0,0
DOH000000000005088,BAGONG BARANGAY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),199,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",PANDACAN,BARANGAY 842,0,0
DOH000000000008307,BAGONG BARRIO LYING-IN CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),200,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 148,0,0
DOH000000000005087,BAGONG BARRIO ZONE I HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),201,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 143,0,0
DOH000000000006100,BAGONG BARRIO ZONE III HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),202,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 157,0,0
DOH000000000001469,BAGONG ILOG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),203,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,BAGONG ILOG,0,0
DOH000000000001477,BAGONG ILOG PUERICULTURE CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),204,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,BAGONG ILOG,0,0
DOH000000000007294,BAGONG KATIPUNAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),205,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,BAGONG KATIPUNAN,0,0
DOH000000000007281,BAGONG LIPUNAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),206,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF NAVOTAS,SAN JOSE (POB.),0,0
DOH000000000000876,BAGONG PAG-ASA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),207,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,BAGONG PAG-ASA,1,0
DOH000000000008369,BAGONG SILANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),208,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,BAGONG SILANG,0,0
DOH000000000003486,BAGONG SILANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),209,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MUNTINLUPA,SUCAT,0,0
DOH000000000003323,BAGONG SILANG PHASE 10 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),210,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 176,0,0
DOH000000000003029,BAGONG SILANG PHASE 2 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),211,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 176,0,0
DOH000000000008406,BAGONG SILANG PHASE 7 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),212,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 176,0,0
DOH000000000008417,BAGONG SILANG PHASE 8 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),213,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 176,0,0
DOH000000000000880,BAGONG SILANG PHASE 9 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),214,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 176,0,0
DOH000000000006101,BAGONG SILANG PHASE I HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),215,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 176,0,0
DOH000000000000138,BAGONG SILANGAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),216,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,BAGONG SILANGAN,0,0
DOH000000000006102,BAGONG TANYAG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),217,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,TANYAG,0,0
DOH000000000005601,BAGUMBAYAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),218,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,BAGUMBAYAN,0,0
DOH000000000007329,BAGUMBAYAN NORTH HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),219,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF NAVOTAS,BAGUMBAYAN NORTH,0,0
DOH000000000027924,BAGUMBONG DULO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),220,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 173,0,0
DOH000000000007530,BAGUMBONG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),221,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 171,0,0
DOH000000000008466,BALAGTAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),222,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,PAMPLONA UNO,0,0
DOH000000000005109,BALANGKAS 3S HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),223,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,BALANGKAS,0,0
DOH000000000003365,BALINGASA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),224,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,BALINGASA,0,0
DOH000000000007043,BALONG-BATO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),225,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF SAN JUAN,BALONG-BATO,0,0
DOH000000000003487,BALUBAD HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),226,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,NANGKA,0,0
DOH000000000008498,BALUBARAN MALINTA,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),227,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MALINTA,0,0
DOH000000000008507,BAMBANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),228,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,BAMBANG,0,0
DOH000000000003189,BAMBANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),229,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,BAMBANG,0,0
DOH000000000001474,BANGCULASI HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),230,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF NAVOTAS,BANGCULASI,0,0
DOH000000000008510,BANGKAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),231,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,BANGKAL,0,0
DOH000000000007165,BANLAT HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),232,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,TANDANG SORA,0,0
DOH000000000008558,BARANGAY 118/120 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),233,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 120,0,0
DOH000000000001834,BARANGAY 12 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),234,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 12,0,0
DOH000000000008562,BARANGAY 14 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),235,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 14,0,0
DOH000000000008568,BARANGAY 178-A HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),236,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 178,0,0
DOH000000000008573,BARANGAY 178-B HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),237,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 178,0,0
DOH000000000008575,BARANGAY 18 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),238,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 18,0,0
DOH000000000002286,BARANGKA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),239,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,BARANGKA,0,0
DOH000000000004687,BARANGKA IBABA/ITAAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),240,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,BARANGKA IBABA,0,0
