KII ID,row,County/Akobo,Gender/Female,Intervention Type/Advocacy,Intervention Type/Peacebuilding,Perception of Stresses/Improved,Programming Gaps/Health,Resilience,Respondent Type/Government,Shocks/Drought,Shocks/Financial,Shocks/Hunger,Stresses/Conflict,Gender/Male,Intervention Type/Livelihoods,Programming Gaps/Capacity Building,Programming Gaps/Violence Prevention,Respondent Type/CSO_NGO Worker,Intervention Type/Humanitarian,Perception of Stresses/Worsened,Programming Gaps/Agriculture,Programming Gaps/Infastructure,Intervention Type/Economic,Programming Gaps/Financial,Shiocks/Food,Shocks/Flood,Respondent Type/Youth Leader,Stresses/Climate Change,County/Budi,Programming Gaps/Infrastructure,Programming Gaps/Protection,Programming Gaps/Life skills,Shocks/Pests,Intervention Type/Agriculture,Intervention Type/Protection,Programming Gaps/WASH,Shocks/Pest,Vulnerable Populations/Women,Programming Gaps/Education,Respondent Type/Private Sector,County/Jur River,Intervention Type/Education,Intervention Type/Nutrition,Intervention Type/Humanitarian Assistance,Intervention Type/Infrastructure,Perception of Stresses/Same,Intervention Type/Health services,Shocks/Medical Condition,County/Kapoeta North,"Programming Gaps/Violence Prevention
Programming Gaps/Peacebuilding?",Respondent Type/Community Leader,Intervention Type/WASH,Programming Gaps/Coordination,Respondent Type/Women Leader,Programming Gaps/ROL,County/Pibor,Stresses/Protection,Stresses/Unemployment,Respondent Type/IPs,County/Wau,Intervention Type/Peabuilding,Stresses/Corruption,Vulnerable Populations/Youth
Pibor_KII_27,29,NA,NA,NA,"Work with NGOs especially if they want to know something from the community and brief them on what is happening.
Briefing communities on isues of looting of supplies NGOs bring for the people in Pibor. As sometimes there are cases of looting of supplies and whenever such things happen the office of Payam Admin supports in the process of looking for the calprits and arest them and put them in prison.
Whenever conflicts happen Payam Admin pertake in the process of dialogueing with conflicting communities.
In consultation with other government stakeholders settle people (IDPs) from other payams and or counties. There are IPDs who normally come from Lekuagule and Gumuruk counties who are mostly displaced as result of conflicts.
Follow up on the statistics of IDPs and seek for support from partners operating in Pibor.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inadequate of schools and teachers. Parents normally mobilize money to pay for teachers.
Children study under trees said the Payam Admin.
Pibor has no good health services. MSF used to support since and beyond 2008 to 2020 after they moved out of Pibor there have been no good health service providers. The county deserve to have hospital but so far there is no hospital in the county. JAM NGO now called For Africa is only implementing primary health care services and complicated case is reffered to Juba for further ttreatment/management. Akelo Payam doesnt have even PHCU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Payam Admin noted development artners should come and fill in the gaps especially for health and education. These gaps stresses the communities and thus affecting their resilience. 
Apparently there are no enough medicines in the facilities.
Government needs to construct the roads connecting Greator Pibor Administrative Area (GPAA). Saying the county locked. Everything come to Pibor through air and that has made commodities expensive in the local market. A case inpoint a 20 litre of diesel is closong to 70,000ssp more than tripple the price in Juba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, hunger, and flooding.
A
Conflicts in Pibor tend to happen yearly and the attackers normally attack in June and December now its May communities are begining to get worried if neigboring communities would come and attack Pibor. 
Hunger in Pibor tend to affect people yearly.
Flooding  used not to be frequent but the recurring flooding of 2019, 2020 and 2021 affected communities adversely to the extend people were not able to do anything for living but rather depended on assistance from individuals and NGOs
B
Conflict; The intercommunal fights have led to loss of lifes and properties, displacements and abduction of children.
Hunger; the long spell of the dry season also worsened the hunger situation of households in Pibor because what people people have planted are drying thus widening the food insecurity gap.
Flooding made it diffult for communities to grow crops and vegetables that also explains continuos hunger situation in households.
C
The shocks and stressors affect both men and women equally for instance taking/abduction of children is very painful to both parents and also killing of community members or any one in the households affects all gender. Which is therefore the same with other shcks like the flooding and drought
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Humanitarian Assistance to communities is the most helpful approach because no one was there to give such a support to people suffering the flooding though there was some support from government like in Tolo island people were about to be engulfed by water and government sent boat to ferry people away from there.
A
The shocks and stressors have affected development because focus has to change to face the shocks than other planned activities that could be developmental to the county/communities.
B
People are seen resilient because every year the shocks happen but people continue to leave and face the shocks in any way though they are mostly been supported through.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intercommunal fight; Government has tried to engage warring commuities in dialogue but was not very successful. Government also briefed local chiefs on peaceful coexistence and chiefs took the messages down to the communities the impact is yet to be seen.
Flooding; for flooding, communities have not prepared themselves to face to face any floding that might come and communities also dont know when flooding will occur that puts them in wrong position to withstand the effects. Last time people had to run to higher land like Lokurinyang inAkelo Payam.
NGOs supported with NFIs like plastic sheets, blankets, and LLITNs and also food aid given to community members.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,14,NA,NA,NA,NA,NA,NA,NA,Payam Administrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evacuation of people from by the government was the most helpful approach and government settled the IDPs. Life is improtant, if people were not evacuated there will be serious death cases.
The evacuation gave the communities hope to built on their resilience on higher land.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Women of Pibor are the most vulnerable and they need tools for farming.
Need to have a hospital in Pibor and
need to strengthen the education system.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pibor,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,6,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,30,NA,NA,NA,"Conduct meetings aimed at addressing age set conflicts.
Discuss cattle rustling issues and child abduction which is affecting the communities in the women forums.
Promotion of peaceful coexitence in the community.
Particpated in the peacebuilding activities organized by partners like Non Violence Peace Force were other women were also invloved in Lekuangole, Vertet, Gumuruk etc.
Sending other women members to go house to house to preach message of peace, awareness raising on peaceful co-existence.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,31,NA,NA,NA,"Government evacuated people to higher lands during the pick of the flooding. Some community members in Vertet were evacuated to Pibor town for safety.
NFIs materials like (LLITNs, blankets, plastic sheets etc) and basic/emergency shelter given to all household affected.
Use of plastic sheets as boat to transport household properties and people.
Age set dialogues organised in collaboartion with Women Union, GRADO, VSF, Non Violence Peace Force, FCA, DT Global and Peace Canal.
Training on trauma and peacebuilding.
Government supported in settling IDPs in Pibor.
NGOs supported IDPs with cash, and food aid.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,23,NA,NA,NA,NA,"The situation has somehow improved compared last 12 months because NGOs have offered many capacity building trainings like tyloring, bread making and other area critical areas.
There used to fewer iron sheets seen on buildings but now there are many iron sheets in the community.
There is also an ongoing adult education for which is benefitial to women in Pibor who didnt have the chance for education.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, age set fighting/conflicts, and flooding.
A
Conflicts in Pibor tend to happen yearly like 3 times a year. 
Age set fighting happens every year and mostly around May and June.
Flooding  used not to be frequent but the recurring flooding of 2019, 2020 and 2021 affected communities adversely to the extend people were not able to do anything for living and the effects are felt till today.
B
Conflict; The intercommunal fights have created IDP situation in the county, lack of food for the affected communities, loss of life and properties, children and women abducted during the conflicts.
Age set fights promotes misunderstanding and a culture of violence amongst youth in the community.
Flooding led to death of many livestock, farmlands destroyed, wash away properties of households, and people sometimes die as result of the conditions caused by flood. 
C
Children fighting and killing each other is so painful to mothers who know the pain of delivery and up bringing of children than men who dont feel such a pain like women do.
However flooding affects both men and women the same.
Intercommunal conflicts affects both both men and women the same.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lack of transport means for Women Union to go to far areas for dialogue activities.
Insecurity has affected service delivery, even one can be killed from the farm while farming.
Poor education standard. Teachers are poorly paid by the government and as result many run away from the profession.
Lack of hospiatal in Pibor. Health service delivery was initially run by MSF but since they left one implementing health right now is incapacitated.
Lack of boat for Women Union to use for its activities during rain season.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leader of Women Union,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFIs (blankets, plastic sheets, LLITNs, etc) distributed to IDPs displaced as a result of flooding and conflicts.
Dialogue forums organized by partners to tackle the problem of age set fighting in the community and intercommunal conficts spearheaded by Non Violence Peace Force and others.
CRS supported with GFD activities to the affected communities.
Government settled IDPs who fled conflict from Lekuangole, Gumuruk and other areas in Pibor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pibor,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,7,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GFD approach was the most helpful support given by partners because with the food people were going to die of hunger.
The food given gave communities the resilience to withstand the shock.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,32,NA,NA,NA,"Dialogue of age set fighting in the community.
Discuss cattle rustling issues affecting the community.
Promotion of peace in the community.
Pass key peace building messages during women forums.
Awareness raising to communities to leave peacefully.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,24,NA,NA,NA,NA,"There is an improvement because;
There are capacity-building activities to women in the areas of GBV, Peace, skilled training in tailoring etc.
Nowadays women have some level of voice in the community which used not to be the case.
There are at least commodities for people to buy in the local market though the prices are relatively higher.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, age set fighting/conflicts, and flooding.
A
Flooding occured in 2019, 2020 and 2021 but the effects are felt till now.
Intercommunal  conflicts and age set fights happen frequently more than 3 times a year.
B
IDP situation is created as a result of intercommunal conflicts.
Loss of life and properties destroyed during the conflicts/fights.
Flooding destroyed properties of people and caused displacement.
Age set fights promotes a culture of violence amongst the community. 
C
Women get affected more than the men because women cant run and leave their children during flooding and conflicts. Feed, and run with the children while get are either not there or enaged in confronting the fight.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor education service delivery to the people of Pibor like teachers are not been paid well who prefer to leave the profession as result.
Health service provision is not good enough with inadequate drugs.
High insecurity on the roads, leading to and from Pibor which affects movement of people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,9,NA,NA,NA,NA,NA,"Women in Pibor should be given more capacity building to be resilient.
There is a need to have a hospital in Pibor because there are many health complications that can not be handled in Pibor due to lack of capacity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deputy Women Leader,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Women for Peace Initiative needs to be fensed so as to provide other services like accommodation for visitors and NGO staffs on mission.
Sowing machines are available upto 4 of them but there is no budget to hire a trainer to train women.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pibor,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,8,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giving out free things year in year out is training people to be lazy and don’t work.
Far places are not getting services provided by either government or NGOs.
Insecurities on the roads, intercommunal conflicts, age set fights affects service delivery to the needy communities.
Age set fighting affects schools because whenever such fights start schools close immediately because it that does spillover to the schools.
There is no hospital in Pibor. For Africa NGO is only implementing primary health care services in Pibor with challenges of lack of essential drugs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GFD approach was the most helpful support given by partners because people are not cultivating due to the onging conflicts in the county with which people would die of hunger.
The food given gave communities the resilience to withstand the shock.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,33,NA,NA,NA,"Monitoring everything that goes around the center for Women for Peace Initiative.
Update women members at the center plans and what to do. Mobilize them for activities like cultural dances, peace building activities etc.
Attend capacity building trainings organized by partners in Pibor.
Organize focus group discussions for peace especially in the areas of age set fighting happening in the community.
Work cosely with peace partners like BBC Media Action, Non Violence Peace Force and USAID's Sheja Salam in the areas of peace building.
Sheja Salam has distributed pre-recorded radio programs to women groups who listen to a peace building program called ""Live in Lulu"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,34,NA,NA,NA,"Government solders escort communities to distribution centers which are far for communities who come from Vertet, Gumuruk and Lekuangole.
Training of women, youths and elders on peace building.
Women received dignity kits, a project implemented by Plan International, CIDO, Voice of Peace.
Nutrition activities for the PLWs (pregnant and lactating women) and children.
NGOs have distributed plastic sheets for erecting shelters for the IDPs and during flooding.
Plan International gave canoes given to communities during flooding.
GFD activities for the communities affected by CRS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,25,NA,NA,NA,NA,"The situation has improved because;
Age set fights have reduced to every two or three months but it used to be more frequent.
Commodities are available in the market for people to buy except that they are expensive.
People used to be attacked and or killed when you go to the farm but that has reduced.
Intercommunal conflicts have reduced because of awareness activities supported by partners in Pibor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monitoring and Evaluation,NA,NA,NA,NA
Pibor_KII_30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, age set fights, rape and adultary cases, robbery on the roads leading to and from Pibor town, Early marriage, and flooding.
A
Intercommunnal conflicts in Pibor tend to happen 2 to 3 times yearly.
Age set fights happen more than 3 times a year.
displacements caused by massive flooding which effects are felt todate.
Road robberies, rape, adultary do happen frequently.
Early marriage is a common practice in Pibor.
Elders fear dialoguing with the youths involved in age set fights for fear of being killed.
Age set fights have led to seperation of people/family members because the youth just join any of the groups for such fights.
B
Conflict; The intercommunal and age set fights have led to loss of lifes and properties, displacements, cattles raided, creation of hunger condition and abduction of children.
road robberies; affects movement on the roads because of fear yet people need to move to look for their livelihood activities.
Flooding made it diffult for communities to grow crops and vegetables that also explains continuos hunger situation in households.
C
Women are the major victims of all the shocks like the rape which really traumatises women for the rest of their lives.
Women move into the forests to look for wild fruits for their families and get attacked in the forests.
Women lose their children to age set fights which is a painful thing to women.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peace building projects need to target far away locations where the real issues of conflicts are.
Returnees don’t have ration cards because at the time of registration they were not there but the IP CRS needed to consider registering those communities who have not been registered to be registered to get food ration.
Communties are not getting information on GFD days because there is no phone network coverage in most of the areas in Pibor. That means the IP could get general raion cards so that people can get food any where were they are displaced.
Poor health service delivery inPibor. There are cases of people dieing owing to lack lack of drugs and mobile clinics.
Plan International is giving learning materials for schools but it would be good if another partner can take up incentives or salary for teachers especially the volunteer teachers.
There is no secondary school in Pibor
GBV activities are not reaching the grassroot properly. The people who badly need the GBV services are those dep in the villages. Hope Restoration is implementing GBV activities but the project is just 2 months and its coming to an end this month.",NA,"Construction of dykes by the Youth Union to prevent flooding from spilling over to the whole community.
Plan International and OXFAM distributed sacks to built dykes.
CIDO and other agencies distributed plastic sheets for the construction of temporary shelters.
GFD provided by CRS to support communities with food.
UNCEF distributed temporary tents to erect shade for school children.
The peace-building activities efforts done by partners (Sheja salam, SALT, Non Violence Peace Force and UNMISS) have not yielded the intended results because the activities are implemented far away from the conflicting communities like those in the cattle camps and far villages are were the activities should be implemented not inside Pibor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pibor,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,9,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Youth Chairperson - GPAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Identify educated youth to teach in schools given the lack of teachers in the county because majority seem to desert the profession.
Seek for funds from NGOs in Pibor to implement youth led activities though currently the Union doesn’t have funds.
Conduct games and sports activities for peace and to keep youths busy not to be diverted by the age set fightings/conflict.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GFD is the most helpful approach because people don’t have food and that gave them the energy and stability to do other livelihood activities.
Having the food made it possible for the communities to withstand the shocks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aware communities on GBV and gender inequality in Pibor.
Monitor the work of the Chiefs in addressing conflicts and were they have challenges, the Youth Union comes in to strengthen the approaches of addressing conflicts.
Facilitate dialogue amongst age set conflicts.
Advocate for the rights of the youths from the NGOs interms job opportunities for the youths were there is a need to see youths occupying local positions.
Raise awareness against early marriage and forced marriage to avoid likelihood impacts on the youth.
Advocate aganst cattle raiding, intercommunal conflicts, child abduction which are frequently happening in Pibor.
Work hand in hand with the government to dialogue with youths in Pochalla though this activity is still in progress but the intentions are good for both communities of Pibor and Pochalla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPs need to engage all the stakeholder in the county to plan on the areas best suited for interventions based on the project type. The interventions are good but not been implemented in the right places/areas.
Services should go to far locations were GBV, conflicts, health, and education challenges are dire.
There is absolute need to form council of chiefs to best handle recurring cases in the community.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
